pw9130,10,1,1,1,"Thumbnail, Sitelinks, snip_image_thumbnail",https://220volt.com.ua/ibp-eaton-9130-3000-va-0/,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
swl 750,10,1,1,1,"Thumbnail, Sitelinks",https://220volt.com.ua/akkumulyatornaya-batareya-yuasa-swl-750/,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ибп для насосной станции,10,1,1,1,"Thumbnail, Sitelinks",https://220volt.com.ua/istochniki-besperebojnogo-pitaniya/opt_reshenie_ibp_nasosov/,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
eaton 072737,10,1,1,1,"Thumbnail, Sitelinks, snip_image_thumbnail",https://220volt.com.ua/avtomaticheskij-viklyuchatel-eaton-moeller-pkzm0-4-072737/,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
220 volt киев,10,2,1,1,"Thumbnail, related_search, Sitelinks",https://220volt.com.ua/ua/,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
упс и аккумулятор,10,27,1,1,"related_search, also_asks, Thumbnail, Video preview, Sitelinks",https://220volt.com.ua/istochniki-besperebojnogo-pitaniya/akkumulyatornaya_batareya_vneshnyaya/,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
merlion gl12650m6,10,1,1,1,"Sitelinks, snip_image_thumbnail",https://220volt.com.ua/ua/akkumulyatornaya-batareya-merlion-gl12650m6/,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
бесперебойник on line,10,11,1,1,"Thumbnail, also_asks, related_search, Sitelinks",https://220volt.com.ua/istochniki-besperebojnogo-pitaniya/typearhetekturi_neprerivnogo-dejstviya/,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
рти иэк,10,1,1,1,"Thumbnail, Sitelinks, snip_image_thumbnail",https://220volt.com.ua/elektrika-i-svet/nizkovoltnoe-oborudovanie/rele-tajmeri-fotokontrolleri/rele/teplovie_rele/iek/,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
узо на 380,10,1,1,1,"Thumbnail, related_search, Sitelinks, snip_image_thumbnail",https://220volt.com.ua/elektrika-i-svet/nizkovoltnoe-oborudovanie/ustrojstva-zashchitnogo-otklyucheniya-uzo-difavtomati/napryagenie_v_uzo_380_v/,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ritar rt12140,10,1,1,1,"Thumbnail, shopping_top, Sitelinks",https://220volt.com.ua/akkumulyatornaya-batareya-ritar-rt12140-12v-14-0ah/,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
насос центробежный самовсасывающий купить,10,9,1,1,"Thumbnail, related_search, Sitelinks",https://220volt.com.ua/nasos/nasosi-dlya-vodosnabzheniya/tsentrobezhnie/tipvsas_samovsasivayushchie/,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
cs3 gp 1272 f2,10,3,1,1,"Thumbnail, related_search, Sitelinks",https://220volt.com.ua/ua/akkumulyatornaya-batareya-csb-gp1272f2/,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
система запуска генератора,10,9,1,1,"also_asks, Thumbnail, related_search, Sitelinks, snip_image_thumbnail",https://220volt.com.ua/avtomaticheskij-zapusk-generatora.htm,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
кнопки управления и переключатели,10,1,1,1,"related_search, also_asks, Thumbnail, Sitelinks, snip_image_thumbnail",https://220volt.com.ua/elektrika-i-svet/nizkovoltnoe-oborudovanie/viklyuchateli-knopki-pereklyuchateli.htm,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
насос для скважины мощность,10,4,1,1,"also_asks, Thumbnail, related_search, Sitelinks",https://220volt.com.ua/nasos/nasosi-dlya-vodosnabzheniya/skvazhinnie-nasosi/moshnost_nasosa_skvaginnogo_do-2-kvt/,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
мис 2100,10,1,1,1,"Thumbnail, Sitelinks, snip_image_thumbnail",https://220volt.com.ua/ua/elektromagnit-mis-2100/,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
weekender pro3600i,10,1,1,1,"Thumbnail, Sitelinks",https://220volt.com.ua/generator-invertornij-weekender-3600pro/,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
узо 4 полюсное,10,0,1,1,"Thumbnail, also_asks, Sitelinks",https://220volt.com.ua/elektrika-i-svet/nizkovoltnoe-oborudovanie/ustrojstva-zashchitnogo-otklyucheniya-uzo-difavtomati/polusa_v_uzo_4/,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
электрический пускатель,10,17,1,1,"also_asks, related_search, Thumbnail, Sitelinks, snip_image_thumbnail",https://220volt.com.ua/elektrika-i-svet/nizkovoltnoe-oborudovanie/puskateli-kontaktori/puskateli.htm,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ибп киев купить,10,49,1,1,"Thumbnail, Local pack, also_asks, related_search, Sitelinks",https://220volt.com.ua/istochniki-besperebojnogo-pitaniya.htm,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
аккумуляторная батарея ventura gpl 12-100,10,5,1,1,"related_search, Sitelinks, snip_image_thumbnail",https://220volt.com.ua/akkumulyatornaya-batareya-ventura-gpl-12-100/,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
generac 10k,10,0,1,1,"also_asks, shopping_rhs, Sitelinks",https://220volt.com.ua/generator-gazovij-generac-6270-10kw/,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
магазин 220 вольт сайт,10,19,1,1,"related_search, Sitelinks",https://220volt.com.ua/,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
чем отличается зарядное устройство от пуско зарядного,10,1,1,1,"Thumbnail, a_box_fsnippet, also_asks, Sitelinks, snip_featured, snip_image_thumbnail",https://220volt.com.ua/news/vibiraem-zaryadnie-ustrojstva/,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
осм 0.1,10,1,1,1,"Thumbnail, Sitelinks",https://220volt.com.ua/ua/transformator-upp-utos-osm-1-0-1-220-36/,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
powercom skp 1000a,10,1,1,1,"Thumbnail, Sitelinks",https://220volt.com.ua/ibp-powercom-skp-1000a/,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
реле давления воды насосной станции,10,27,1,1,"Thumbnail, Video preview, related_search, also_asks, Sitelinks",https://220volt.com.ua/nasos/komplektuyushchie-dlya-vodosnabzheniya-i-vodootvedeniya/tip_kompl_nasos_rele-davleniya/,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
электрогенератор цена киев,10,22,1,1,"related_search, also_asks, Sitelinks",https://220volt.com.ua/generatory.htm,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
автоматическое включение генератора,10,12,1,1,"AI Overview, Thumbnail, Video preview, related_search, also_asks, Sitelinks",https://220volt.com.ua/avtomaticheskij-zapusk-generatora.htm,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
обслуживание генераторных установок,10,4,1,1,"also_asks, Thumbnail, related_search, Video preview, Sitelinks",https://220volt.com.ua/news/pravilnoe-tehnicheskoe-obsluzhivanie-generatora/,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
sdmo dx 6000 te,10,1,1,1,"Thumbnail, Sitelinks",https://220volt.com.ua/generator-dizel-nij-sdmo-dx-6000-te/,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
400 ah,10,1,1,1,"also_asks, Thumbnail, Sitelinks, snip_image_thumbnail",https://220volt.com.ua/akkumulatornie-batarei/emkost_ab_block_400/,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
бензиновый генератор электростартер,10,9,1,1,"Thumbnail, related_search, Sitelinks",https://220volt.com.ua/generatory/start_type_elektrostarter/,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
бесперебойник с внешней батареей,10,28,1,1,"related_search, Thumbnail, Sitelinks",https://220volt.com.ua/istochniki-besperebojnogo-pitaniya/akkumulyatornaya_batareya_vneshnyaya/,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
reserve home 800,10,1,1,1,"related_search, Thumbnail, Sitelinks, snip_image_thumbnail",https://220volt.com.ua/ibp-sven-reserve-home-800/,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
dy6500l,10,1,1,1,"Thumbnail, also_asks, Sitelinks",https://220volt.com.ua/generator-benzinovij-huter-dy-6500-l/,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
купить генератор хитачи,10,3,1,1,"related_search, Thumbnail, Sitelinks, snip_image_thumbnail",https://220volt.com.ua/generatory/hitachii/,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
borri galileo,10,0,1,1,"Thumbnail, Sitelinks",https://220volt.com.ua/ua/ibp-borri-galileo-rt-3000va/,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
таймер 220 вольт купить,10,24,1,1,"related_search, Thumbnail, Sitelinks",https://220volt.com.ua/elektrika-i-svet/nizkovoltnoe-oborudovanie/rele-tajmeri-fotokontrolleri/tajmeri.htm,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
генератор характеристики,10,2,1,1,"AI Overview, also_asks, Video preview, Sitelinks",https://220volt.com.ua/news/harakteristiki-moshchnosti-generatora/,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
matari md 30,10,1,1,1,"Thumbnail, Sitelinks, snip_image_thumbnail",https://220volt.com.ua/ua/generator-dizel-nij-matari-md30/,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
каталог магазина 220 вольт,10,19,1,1,"related_search, Thumbnail, Sitelinks",https://220volt.com.ua/,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
sg 120,10,1,1,1,"Thumbnail, related_search, Sitelinks, snip_image_thumbnail",https://220volt.com.ua/generator-gazovij-generac-sg-120/,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
аккумулятор 1 квт 220 вольт,10,14,1,1,"also_asks, related_search, AI Overview, Sitelinks, snip_url_in_aio, snip_fqdn_in_aio",https://220volt.com.ua/akkumulatornie-batarei.htm,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
victron phoenix 3000,10,1,1,1,"Thumbnail, Sitelinks, snip_image_thumbnail",https://220volt.com.ua/invertor-victron-energy-phoenix-inverter-12-3000/,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
lpy c psw 3000va,10,1,1,1,"Thumbnail, related_search, shopping_rhs, Sitelinks",https://220volt.com.ua/invertor-logicpower-lpy-s-psw-3000va/,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
генератор stark 6500 eco,10,1,1,1,"Thumbnail, Sitelinks",https://220volt.com.ua/generator-benzinovij-stark-6500-eco/,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
3 х фазный генератор переменного тока,10,8,1,1,"also_asks, related_search, AI Overview, Sitelinks, snip_url_in_aio, snip_fqdn_in_aio",https://220volt.com.ua/generatory/faznost_generatorov_3/,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
регулятор напряжения 380 вольт,10,7,1,1,"Thumbnail, also_asks, related_search, Sitelinks",https://220volt.com.ua/stabilizator/phases_stab_trehfaznie/,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
диф автомат 220 вольт,10,3,1,1,"related_search, also_asks, Thumbnail, Sitelinks",https://220volt.com.ua/elektrika-i-svet/nizkovoltnoe-oborudovanie/ustrojstva-zashchitnogo-otklyucheniya-uzo-difavtomati/tip_uzo_difavtomati/,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
fronius symo advanced,10,1,1,1,"Thumbnail, a_box_fsnippet, Sitelinks, snip_featured",https://220volt.com.ua/invertor-setevoj-fronius-symo-advanced-200-3-m/,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
3000/120,10,1,1,1,"Thumbnail, related_search, Sitelinks, snip_image_thumbnail",https://220volt.com.ua/ibp-victron-energy-multiplus-12-3000-120-50/,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
стабилизатор напряжения 1000,10,5,1,1,"related_search, Sitelinks",https://220volt.com.ua/stabilizator/moshnost_stab_block_1/,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
аккумулятор челленджер,10,3,1,1,Sitelinks,https://220volt.com.ua/akkumulatornie-batarei/challenger/,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
солнечная подстанция,10,27,1,1,"Video preview, kn_graph_card, related_search, AI Overview, Sitelinks, snip_image_thumbnail",https://220volt.com.ua/solnechnaya-energetika/solnechnye-elektrostantsii.htm,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
реле низкого давления воды,10,1,1,1,"Thumbnail, Video preview, related_search, Sitelinks",https://220volt.com.ua/rele_nizkogo_davleniya_npo_lp3/,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
реле для насоса воды,10,25,1,1,"related_search, Thumbnail, also_asks, Sitelinks",https://220volt.com.ua/nasos/komplektuyushchie-dlya-vodosnabzheniya-i-vodootvedeniya/tip_kompl_nasos_rele-davleniya/,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
gp 2600,10,1,1,1,"Thumbnail, Sitelinks",https://220volt.com.ua/ua/generator-benzinovij-generac-gp2600/,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
скважинный насос с защитой от сухого хода,10,3,1,1,"related_search, also_asks, Thumbnail, Sitelinks",https://220volt.com.ua/nasos/nasosi-dlya-vodosnabzheniya/skvazhinnie-nasosi/zash_nas_est/,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
реле протока для насоса,10,2,1,1,"Thumbnail, AI Overview, Video preview, related_search, also_asks, Sitelinks, snip_image_thumbnail",https://220volt.com.ua/nasos/komplektuyushchie-dlya-vodosnabzheniya-i-vodootvedeniya/tip_kompl_nasos_rele_protoka__zashchita_ot_suhogo_hoda/,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
csb hrl634wf2,10,0,1,1,"Sitelinks, snip_image_thumbnail",https://220volt.com.ua/ua/akkumulyatornaya-batareya-csb-hrl634wf2/,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
маломощная электростанция,10,1,1,1,"Thumbnail, related_search, Sitelinks, snip_image_thumbnail",https://220volt.com.ua/generatory/ispolnenie_generatora_v-shumopogloshchayushchem-korpuse/,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
аккумуляторные батареи 6v,10,18,1,1,"related_search, also_asks, Sitelinks",https://220volt.com.ua/akkumulatornie-batarei/napryagenie_batarei_block_6/,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
газовый генератор green power cc 5000,10,1,1,1,Sitelinks,https://220volt.com.ua/generator-gazovij-greenpower-cc5000-lpg-ng-t2/,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
lps 358,10,0,1,1,"Thumbnail, Sitelinks",https://220volt.com.ua/akkumulyator_lp_lifepo4_hvm_3584v_160ah_57344_wh_24746/,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
innova rt,10,1,1,1,"Thumbnail, Video preview, Sitelinks",https://220volt.com.ua/ibp-ippon-innova-rt-1500/,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
q power axpert,10,1,1,1,"Thumbnail, Sitelinks",https://220volt.com.ua/ua/invertor-q-power-axpert-vm-iii-3000-24-3000vt-24v/,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
honda gx 70,10,0,1,1,"also_asks, related_search, Thumbnail, Sitelinks",https://220volt.com.ua/generator-benzinovij-honda-eu70isn-gt/,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
реле протока цена,10,8,1,1,"Thumbnail, related_search, also_asks, Sitelinks, snip_image_thumbnail",https://220volt.com.ua/nasos/komplektuyushchie-dlya-vodosnabzheniya-i-vodootvedeniya/tip_kompl_nasos_rele_protoka__zashchita_ot_suhogo_hoda/,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
ограничитель перенапряжения iek,10,1,1,1,"Thumbnail, Sitelinks",https://220volt.com.ua/elektrika-i-svet/nizkovoltnoe-oborudovanie/ogranichiteli-perenapryazheniya/iek/,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
стабилизатор напряжения на 24 квт,10,1,1,1,"also_asks, Thumbnail, Sitelinks",https://220volt.com.ua/stabilizator/moshnost_stab_block_24/,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
какое узо ставить на стиральную машину,10,1,1,1,"Thumbnail, related_search, a_box_fsnippet, also_asks, Sitelinks, snip_featured",https://220volt.com.ua/news/kak-vibrat-uzo/,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
offline ибп,10,2,1,1,"related_search, also_asks, Thumbnail, Sitelinks",https://220volt.com.ua/istochniki-besperebojnogo-pitaniya/typearhetekturi_rezervnij_off-line/,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
eaton 9130 700 ва,10,1,1,1,"Thumbnail, Sitelinks, snip_image_thumbnail",https://220volt.com.ua/ibp-eaton-9130-700-va/,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
battery csb gp 1272 f2,10,6,1,1,"shopping_rhs, related_search, Thumbnail, Sitelinks",https://220volt.com.ua/ua/akkumulyatornaya-batareya-csb-gp1272f2/,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
стабилизатор напряжения 220в бытовой,10,5,1,1,"related_search, Thumbnail, also_asks, Sitelinks",https://220volt.com.ua/stabilizator/phases_stab_odnofaznie/,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
imd 425ap,10,0,1,1,"Thumbnail, Sitelinks",https://220volt.com.ua/ibp-powercom-imd-425ap/,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
возбуждение генератора переменного тока,10,3,1,1,"Thumbnail, AI Overview, Video preview, related_search, also_asks, Sitelinks",https://220volt.com.ua/news/kak-voznikaet-elektricheskij-tok-v-generatornih-stantsiyah/,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ge 1500,10,1,1,1,"Thumbnail, Sitelinks",https://220volt.com.ua/ua/ibp-general-electric-vh-1500/,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
частотный преобразователь 10 квт,10,2,1,1,"related_search, Thumbnail, also_asks, Sitelinks",https://220volt.com.ua/preobrazovateli_chastoty_ustr_plavnogo_puska/preobrazovateli-chastoti/moshnost_chastotnika_1_1-10-kvt/,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
riello sep 1500,10,1,1,1,"related_search, Thumbnail, Sitelinks",https://220volt.com.ua/ibp-riello-sep-1500/,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
встановлення безперебійного живлення,10,1,1,1,"related_search, Sitelinks",https://220volt.com.ua/ua/information/uslugi/montaj-ibp/,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
реле замыкания,10,0,1,1,"Thumbnail, related_search, also_asks, Sitelinks, snip_image_thumbnail",https://220volt.com.ua/elektrika-i-svet/nizkovoltnoe-oborudovanie/rele-tajmeri-fotokontrolleri/rele.htm,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
dy6500lxw,10,0,1,1,"Thumbnail, Video preview, also_asks, Sitelinks, snip_image_thumbnail",https://220volt.com.ua/generator-benzinovij-huter-dy-6500-lxw/,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
какие бывают акб,10,18,1,1,"related_search, Thumbnail, a_box_fsnippet, also_asks, Sitelinks, snip_featured, snip_image_thumbnail",https://220volt.com.ua/news/raznovidnosti-akkumulyatornih-batarej-soglasno-tipu-rabochih-elementov-i-naznacheniyu/,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
stark country 10000 online,10,0,1,1,"Thumbnail, Sitelinks",https://220volt.com.ua/ibp-stark-country-10000-online/,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
генератор путешествий,10,1,1,1,"Thumbnail, related_search, Sitelinks",https://220volt.com.ua/generatory/optimal_gen_turizma/,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
380 volt generator,10,9,1,1,"also_asks, related_search, Thumbnail, Sitelinks",https://220volt.com.ua/ua/generatory/faznost_generatorov_3/,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
бензогенератор huter 1000,10,1,1,1,"Thumbnail, Sitelinks",https://220volt.com.ua/generator-benzinovij-huter-ht-1000-l/,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
c6 1,10,1,1,1,"Thumbnail, Sitelinks, snip_image_thumbnail",https://220volt.com.ua/avtomaticheskij-viklyuchatel-eaton-moeller-pl6-c6-1-286530/,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
king 625,10,1,1,1,"Thumbnail, Sitelinks, snip_image_thumbnail",https://220volt.com.ua/ibp-powercom-kin-625ap/,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
dd 510,10,0,1,1,"Thumbnail, Sitelinks",https://220volt.com.ua/generator-dizel-nij-dalgakiran-dj-510-dd/,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
блок авр для генератора купить,10,23,1,1,"related_search, Sitelinks",https://220volt.com.ua/avtomaticheskij-zapusk-generatora.htm,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
ws250,10,0,1,1,"Thumbnail, AI Overview, Sitelinks",https://220volt.com.ua/ua/generator-dizel-nij-wattstream-ws250-ws/,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
стабилизатор напряжения для индукционной плиты,10,1,1,1,"AI Overview, related_search, also_asks, Thumbnail, Sitelinks",https://220volt.com.ua/stabilizator.htm,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
тепловые реле каталог,10,5,1,1,"Thumbnail, related_search, Sitelinks",https://220volt.com.ua/elektrika-i-svet/nizkovoltnoe-oborudovanie/rele-tajmeri-fotokontrolleri/rele/teplovie_rele.htm,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
psg6500el,10,1,1,1,"Thumbnail, Sitelinks, snip_image_thumbnail",https://220volt.com.ua/ua/generator-benzinovij-stark-psg-6500el-profi/,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
мини генератор переносной,10,15,1,1,"also_asks, related_search, Sitelinks",https://220volt.com.ua/generatory/tip_ustanovki_portativnie/,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
аккумулятор gp 12 7,10,1,1,1,"Thumbnail, Sitelinks",https://220volt.com.ua/akkumulyatornaya-batareya-ventura-gp-12-7/,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
powercom war600a,10,2,1,1,"related_search, Thumbnail, Sitelinks",https://220volt.com.ua/ibp-powercom-war-600a/,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
yuasa swl750,10,1,1,1,"Thumbnail, Sitelinks",https://220volt.com.ua/akkumulyatornaya-batareya-yuasa-swl-750/,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
abp для генератора,10,1,1,1,"also_asks, related_search, Sitelinks",https://220volt.com.ua/ua/avtomaticheskij-zapusk-generatora.htm,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
реле времени 220 вольт купить,10,11,1,1,"Thumbnail, related_search, Sitelinks",https://220volt.com.ua/elektrika-i-svet/nizkovoltnoe-oborudovanie/rele-tajmeri-fotokontrolleri/rele/rele_vremeni.htm,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
everexceed st 12100,10,0,1,1,"Thumbnail, Sitelinks, snip_image_thumbnail",https://220volt.com.ua/akkumulyatornaya-batareya-everexceed-st-12100/,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
vodoley pump,10,3,1,1,"related_search, also_asks, Thumbnail, Sitelinks",https://220volt.com.ua/nasos/nasosi-dlya-vodosnabzheniya/skvazhinnie-nasosi/vodolej/,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
модульные автоматические выключатели купить,10,1,1,1,"Thumbnail, Sitelinks, snip_image_thumbnail",https://220volt.com.ua/elektrika-i-svet/nizkovoltnoe-oborudovanie/avtomati/modulnie-avtomaticheskie-viklyuchateli.htm,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
daishin swt 80hx,10,0,1,1,"Thumbnail, Sitelinks",https://220volt.com.ua/ua/motopompa-daishin-swt-80hx/,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
logicpower lpy c psw 3000va,10,1,1,1,"Video preview, related_search, Thumbnail, Sitelinks",https://220volt.com.ua/invertor-logicpower-lpy-s-psw-3000va/,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
концевой выключатель для двери,10,3,1,1,"also_asks, related_search, Thumbnail, Sitelinks, snip_image_thumbnail",https://220volt.com.ua/elektrika-i-svet/nizkovoltnoe-oborudovanie/viklyuchateli-knopki-pereklyuchateli/viklyuchateli.htm,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
громко работает генератор,10,2,1,1,"AI Overview, Video preview, related_search, also_asks, Sitelinks",https://220volt.com.ua/news/kak-umenshit-shum-ot-generatora-metody-zvukoizolyatsii-i-vybor-tihih-modelej/,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
utool uig 2000,10,0,1,1,"Thumbnail, Sitelinks",https://220volt.com.ua/ua/benzinovij-invertornij-generator-utool-uig-2000/,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
стабилизаторы напряжения на 380 вольт,10,7,1,1,"Thumbnail, related_search, Sitelinks",https://220volt.com.ua/stabilizator/phases_stab_trehfaznie/,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
магазин 220 вольт каталог,10,3,1,1,"related_search, Sitelinks",https://220volt.com.ua/,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
пускатели шнайдер электрик,10,4,1,1,"related_search, Thumbnail, Sitelinks",https://220volt.com.ua/elektrika-i-svet/nizkovoltnoe-oborudovanie/puskateli-kontaktori/puskateli/schneider/,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
patriot srge 6500e,10,1,1,1,"Thumbnail, Sitelinks",https://220volt.com.ua/generator-benzinovij-patriot-srge-6500e/,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ибп ippon smart winner 3000,10,2,1,1,"also_asks, AI Overview, Thumbnail, Sitelinks",https://220volt.com.ua/ibp-ippon-smart-winner-3000/,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
продажа реле напряжения,10,43,1,1,"Thumbnail, related_search, also_asks, Sitelinks",https://220volt.com.ua/elektrika-i-svet/nizkovoltnoe-oborudovanie/rele-tajmeri-fotokontrolleri/rele/rele_kontrolya_napryajeniya.htm,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
moeller pkzmo 10,10,1,1,1,"Thumbnail, Sitelinks, snip_image_thumbnail",https://220volt.com.ua/ua/avtomaticheskij-viklyuchatel-eaton-moeller-pkzm0-10-072739/,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
challenger a12 55,10,0,1,1,"Thumbnail, Sitelinks, snip_image_thumbnail",https://220volt.com.ua/ua/akkumulyatornaya-batareya-challenger-a12-55/,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
скважинные насосы grundfos цена,10,7,1,1,"related_search, a_box_fsnippet, also_asks, Thumbnail, Sitelinks, snip_featured",https://220volt.com.ua/nasos/nasosi-dlya-vodosnabzheniya/skvazhinnie-nasosi/grundfos/,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
обогрев теплицы солнечным коллектором,10,1,1,1,"Video preview, Thumbnail, also_asks, Sitelinks",https://220volt.com.ua/news/solnechnie-kollektori-v-sistemah-otopleniya/,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
media line генератор,10,1,1,1,"Video preview, AI Overview, Sitelinks",https://220volt.com.ua/ua/generatory/medialine/,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
